event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),quantity_lift,quantity_lift_pct,revenue_before_promo,discounted_price,revenue_after_promo,promo_effectiveness,is_successful_promo
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,25% OFF,54,51,-3,-5.56,4860,67.5,3442.5,-1417.5,Unsuccessful
078a6a,STMDU-0,CAMP_SAN_01,P09,90,25% OFF,57,47,-10,-17.54,5130,67.5,3172.5,-1957.5,Unsuccessful
8dca75,STBLR-5,CAMP_DIW_01,P13,350,BOGOF,71,248,177,249.3,24850,175.0,43400.0,18550.0,Successful
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,BOGOF,483,1907,1424,294.82,178710,185.0,352795.0,174085.0,Successful
73ad85,STHYD-5,CAMP_DIW_01,P05,55,25% OFF,106,102,-4,-3.77,5830,41.25,4207.5,-1622.5,Unsuccessful
b98ea0,STCHE-3,CAMP_SAN_01,P11,190,50% OFF,48,69,21,43.75,9120,95.0,6555.0,-2565.0,Unsuccessful
4406de,STVSK-1,CAMP_SAN_01,P11,190,50% OFF,28,40,12,42.86,5320,95.0,3800.0,-1520.0,Unsuccessful
e98f37,STBLR-3,CAMP_DIW_01,P08,1190,BOGOF,43,145,102,237.21,51170,595.0,86275.0,35105.0,Successful
311946,STBLR-5,CAMP_DIW_01,P05,55,25% OFF,119,107,-12,-10.08,6545,41.25,4413.75,-2131.25,Unsuccessful
598637,STCHE-7,CAMP_DIW_01,P09,110,50% OFF,71,90,19,26.76,7810,55.0,4950.0,-2860.0,Unsuccessful
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,50% OFF,112,165,53,47.32,6944,31.0,5115.0,-1829.0,Unsuccessful
53089f,STTRV-0,CAMP_DIW_01,P07,300,BOGOF,26,87,61,234.62,7800,150.0,13050.0,5250.0,Successful
82ff02,STMDU-0,CAMP_SAN_01,P10,50,25% OFF,22,18,-4,-18.18,1100,37.5,675.0,-425.0,Unsuccessful
20618e,STCHE-3,CAMP_SAN_01,P04,370,BOGOF,379,1622,1243,327.97,140230,185.0,300070.0,159840.0,Successful
1b6084,STMLR-1,CAMP_DIW_01,P01,172,33% OFF,141,217,76,53.9,24252,115.24000000000001,25007.08,755.0800000000017,Successful
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,25% OFF,42,35,-7,-16.67,3780,67.5,2362.5,-1417.5,Unsuccessful
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,BOGOF,130,514,384,295.38,132600,510.0,262140.0,129540.0,Successful
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,BOGOF,73,192,119,163.01,86870,595.0,114240.0,27370.0,Successful
f517b1,STVSK-4,CAMP_SAN_01,P07,300,BOGOF,33,83,50,151.52,9900,150.0,12450.0,2550.0,Successful
f2d468,STTRV-0,CAMP_SAN_01,P03,200,BOGOF,190,741,551,290.0,38000,100.0,74100.0,36100.0,Successful
371e1a,STBLR-5,CAMP_DIW_01,P01,172,33% OFF,322,483,161,50.0,55384,115.24000000000001,55660.920000000006,276.92000000000553,Successful
9bd616,STCHE-0,CAMP_DIW_01,P01,172,33% OFF,330,504,174,52.73,56760,115.24000000000001,58080.96000000001,1320.9600000000064,Successful
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,33% OFF,367,612,245,66.76,315620,576.2,352634.4,37014.40000000002,Successful
1b0022,STVSK-0,CAMP_SAN_01,P04,370,BOGOF,370,1457,1087,293.78,136900,185.0,269545.0,132645.0,Successful
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,-22,-11.17,57130,217.5,38062.5,-19067.5,Unsuccessful
fad26a,STCHE-3,CAMP_DIW_01,P01,172,33% OFF,369,546,177,47.97,63468,115.24000000000001,62921.04000000001,-546.9599999999919,Unsuccessful
26a18a,STVSK-3,CAMP_SAN_01,P15,3000,500 Cashback,109,192,83,76.15,327000,2500.0,480000.0,153000.0,Successful
d3d574,STMLR-2,CAMP_SAN_01,P08,1190,BOGOF,16,63,47,293.75,19040,595.0,37485.0,18445.0,Successful
0edad5,STTRV-1,CAMP_SAN_01,P13,350,BOGOF,51,205,154,301.96,17850,175.0,35875.0,18025.0,Successful
46ee5a,STCBE-3,CAMP_DIW_01,P04,290,25% OFF,246,214,-32,-13.01,71340,217.5,46545.0,-24795.0,Unsuccessful
9d3d1f,STCHE-6,CAMP_SAN_01,P15,3000,500 Cashback,147,320,173,117.69,441000,2500.0,800000.0,359000.0,Successful
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,BOGOF,432,1736,1304,301.85,86400,100.0,173600.0,87200.0,Successful
7d9576,STBLR-7,CAMP_SAN_01,P15,3000,500 Cashback,120,345,225,187.5,360000,2500.0,862500.0,502500.0,Successful
59f792,STCHE-4,CAMP_DIW_01,P15,3000,500 Cashback,448,1545,1097,244.87,1344000,2500.0,3862500.0,2518500.0,Successful
86206,STHYD-1,CAMP_SAN_01,P14,1020,BOGOF,102,279,177,173.53,104040,510.0,142290.0,38250.0,Successful
457639,STCHE-4,CAMP_SAN_01,P08,1190,BOGOF,54,222,168,311.11,64260,595.0,132090.0,67830.0,Successful
5f18fc,STVJD-1,CAMP_SAN_01,P10,50,25% OFF,18,13,-5,-27.78,900,37.5,487.5,-412.5,Unsuccessful
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25% OFF,25,21,-4,-16.0,1375,41.25,866.25,-508.75,Unsuccessful
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,259,297.7,30450,175.0,60550.0,30100.0,Successful
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,157,191.46,28700,175.0,41825.0,13125.0,Successful
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,-3,-6.12,4410,67.5,3105.0,-1305.0,Unsuccessful
269cec,STBLR-6,CAMP_SAN_01,P02,860,33% OFF,532,813,281,52.82,457520,576.2,468450.60000000003,10930.600000000035,Successful
41dc33,STHYD-1,CAMP_SAN_01,P10,50,25% OFF,36,29,-7,-19.44,1800,37.5,1087.5,-712.5,Unsuccessful
420258,STVSK-3,CAMP_SAN_01,P14,1020,BOGOF,54,137,83,153.7,55080,510.0,69870.0,14790.0,Successful
005c46,STCBE-2,CAMP_SAN_01,P05,55,25% OFF,18,15,-3,-16.67,990,41.25,618.75,-371.25,Unsuccessful
642b50,STMYS-1,CAMP_DIW_01,P14,1020,BOGOF,36,145,109,302.78,36720,510.0,73950.0,37230.0,Successful
93118f,STVSK-0,CAMP_SAN_01,P03,200,BOGOF,261,1041,780,298.85,52200,100.0,104100.0,51900.0,Successful
5e0a8c,STBLR-5,CAMP_SAN_01,P12,62,50% OFF,55,77,22,40.0,3410,31.0,2387.0,-1023.0,Unsuccessful
8ba5a1,STBLR-6,CAMP_DIW_01,P09,110,50% OFF,84,131,47,55.95,9240,55.0,7205.0,-2035.0,Unsuccessful
eb967c,STMYS-1,CAMP_SAN_01,P15,3000,500 Cashback,133,383,250,187.97,399000,2500.0,957500.0,558500.0,Successful
726ac4,STBLR-5,CAMP_SAN_01,P04,370,BOGOF,454,1756,1302,286.78,167980,185.0,324860.0,156880.0,Successful
f8b6ac,STCHE-4,CAMP_DIW_01,P02,860,33% OFF,400,580,180,45.0,344000,576.2,334196.0,-9804.0,Unsuccessful
a83e09,STMDU-3,CAMP_SAN_01,P07,300,BOGOF,22,88,66,300.0,6600,150.0,13200.0,6600.0,Successful
417902,STMDU-0,CAMP_DIW_01,P08,1190,BOGOF,29,116,87,300.0,34510,595.0,69020.0,34510.0,Successful
3100ef,STBLR-5,CAMP_SAN_01,P09,90,25% OFF,67,56,-11,-16.42,6030,67.5,3780.0,-2250.0,Unsuccessful
20da13,STBLR-4,CAMP_SAN_01,P07,300,BOGOF,48,185,137,285.42,14400,150.0,27750.0,13350.0,Successful
380a4f,STCHE-1,CAMP_DIW_01,P08,1190,BOGOF,45,137,92,204.44,53550,595.0,81515.0,27965.0,Successful
8c13bb,STBLR-5,CAMP_DIW_01,P08,1190,BOGOF,47,159,112,238.3,55930,595.0,94605.0,38675.0,Successful
d70dcb,STCBE-4,CAMP_SAN_01,P15,3000,500 Cashback,90,146,56,62.22,270000,2500.0,365000.0,95000.0,Successful
367337,STCHE-6,CAMP_SAN_01,P09,90,25% OFF,81,60,-21,-25.93,7290,67.5,4050.0,-3240.0,Unsuccessful
ff3c54,STCHE-3,CAMP_SAN_01,P05,55,25% OFF,24,19,-5,-20.83,1320,41.25,783.75,-536.25,Unsuccessful
bae5cb,STVSK-3,CAMP_SAN_01,P11,190,50% OFF,34,39,5,14.71,6460,95.0,3705.0,-2755.0,Unsuccessful
23ef05,STVSK-0,CAMP_DIW_01,P12,62,50% OFF,78,121,43,55.13,4836,31.0,3751.0,-1085.0,Unsuccessful
49057f,STHYD-0,CAMP_SAN_01,P15,3000,500 Cashback,121,274,153,126.45,363000,2500.0,685000.0,322000.0,Successful
f3de30,STMLR-1,CAMP_SAN_01,P12,62,50% OFF,31,45,14,45.16,1922,31.0,1395.0,-527.0,Unsuccessful
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,BOGOF,78,331,253,324.36,79560,510.0,168810.0,89250.0,Successful
75c3a0,STBLR-0,CAMP_DIW_01,P13,350,BOGOF,73,282,209,286.3,25550,175.0,49350.0,23800.0,Successful
5715c0,STVSK-1,CAMP_SAN_01,P12,62,50% OFF,46,66,20,43.48,2852,31.0,2046.0,-806.0,Unsuccessful
e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,BOGOF,29,98,69,237.93,34510,595.0,58310.0,23800.0,Successful
ef61c6,STHYD-2,CAMP_SAN_01,P07,300,BOGOF,48,188,140,291.67,14400,150.0,28200.0,13800.0,Successful
0eb526,STMLR-0,CAMP_DIW_01,P07,300,BOGOF,38,113,75,197.37,11400,150.0,16950.0,5550.0,Successful
eb8939,STBLR-9,CAMP_DIW_01,P06,415,25% OFF,91,89,-2,-2.2,37765,311.25,27701.25,-10063.75,Unsuccessful
316cd1,STMYS-2,CAMP_SAN_01,P07,300,BOGOF,45,122,77,171.11,13500,150.0,18300.0,4800.0,Successful
5a94d6,STVSK-0,CAMP_DIW_01,P06,415,25% OFF,64,58,-6,-9.38,26560,311.25,18052.5,-8507.5,Unsuccessful
ff8f10,STMDU-0,CAMP_SAN_01,P11,190,50% OFF,34,47,13,38.24,6460,95.0,4465.0,-1995.0,Unsuccessful
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,-5,-5.75,36105,311.25,25522.5,-10582.5,Unsuccessful
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,65,250.0,30940,595.0,54145.0,23205.0,Successful
252235,STHYD-4,CAMP_DIW_01,P07,300,BOGOF,64,223,159,248.44,19200,150.0,33450.0,14250.0,Successful
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,703,165.8,84800,100.0,112700.0,27900.0,Successful
73c8f5,STVSK-3,CAMP_DIW_01,P01,172,33% OFF,229,293,64,27.95,39388,115.24000000000001,33765.32,-5622.68,Unsuccessful
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,238,161.9,441000,2500.0,962500.0,521500.0,Successful
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,1081,285.98,75600,100.0,145900.0,70300.0,Successful
6c43b6,STMLR-1,CAMP_DIW_01,P07,300,BOGOF,29,97,68,234.48,8700,150.0,14550.0,5850.0,Successful
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,869,286.8,112110,185.0,216820.0,104710.0,Successful
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,-9,-4.27,61190,217.5,43935.0,-17255.0,Unsuccessful
95f061,STMYS-3,CAMP_SAN_01,P15,3000,500 Cashback,160,443,283,176.88,480000,2500.0,1107500.0,627500.0,Successful
693b77,STMLR-0,CAMP_DIW_01,P12,62,50% OFF,70,88,18,25.71,4340,31.0,2728.0,-1612.0,Unsuccessful
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,106,212.0,59500,595.0,92820.0,33320.0,Successful
01b425,STMYS-3,CAMP_DIW_01,P09,110,50% OFF,68,76,8,11.76,7480,55.0,4180.0,-3300.0,Unsuccessful
d3d442,STBLR-5,CAMP_SAN_01,P15,3000,500 Cashback,166,396,230,138.55,498000,2500.0,990000.0,492000.0,Successful
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,-3,-5.08,24485,311.25,17430.0,-7055.0,Unsuccessful
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,-13,-17.81,6570,67.5,4050.0,-2520.0,Unsuccessful
cf0ccd,STVSK-1,CAMP_DIW_01,P08,1190,BOGOF,35,117,82,234.29,41650,595.0,69615.0,27965.0,Successful
d7798b,STMYS-2,CAMP_SAN_01,P02,860,33% OFF,484,677,193,39.88,416240,576.2,390087.4,-26152.599999999977,Unsuccessful
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,1554,302.92,189810,185.0,382395.0,192585.0,Successful
65f085,STCHE-4,CAMP_SAN_01,P12,62,50% OFF,60,87,27,45.0,3720,31.0,2697.0,-1023.0,Unsuccessful
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,-8,-14.04,23655,311.25,15251.25,-8403.75,Unsuccessful
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,10,16.39,3965,32.5,2307.5,-1657.5,Unsuccessful
d04c7f,STBLR-9,CAMP_SAN_01,P07,300,BOGOF,40,159,119,297.5,12000,150.0,23850.0,11850.0,Successful
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,1184,293.8,149110,185.0,293595.0,144485.0,Successful
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,181,335.19,64260,595.0,139825.0,75565.0,Successful
b6233e,STMLR-2,CAMP_DIW_01,P01,172,33% OFF,175,222,47,26.86,30100,115.24000000000001,25583.280000000002,-4516.7199999999975,Unsuccessful
4b411a,STVJD-0,CAMP_DIW_01,P15,3000,500 Cashback,218,673,455,208.72,654000,2500.0,1682500.0,1028500.0,Successful
dd9914,STVSK-1,CAMP_DIW_01,P10,65,50% OFF,98,132,34,34.69,6370,32.5,4290.0,-2080.0,Unsuccessful
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,251,68.77,313900,576.2,354939.2,41039.20000000001,Successful
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,77,248.39,31620,510.0,55080.0,23460.0,Successful
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,688,205.99,1002000,2500.0,2555000.0,1553000.0,Successful
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,-29,-12.39,67860,217.5,44587.5,-23272.5,Unsuccessful
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,1214,317.8,76400,100.0,159600.0,83200.0,Successful
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,-38,-9.2,64428,117.0,43875.0,-20553.0,Unsuccessful
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,-51,-18.15,43836,117.0,26910.0,-16926.0,Unsuccessful
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,-5,-16.67,1650,41.25,1031.25,-618.75,Unsuccessful
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,273,51.9,452360,576.2,460383.80000000005,8023.800000000047,Successful
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,209,248.81,29400,175.0,51275.0,21875.0,Successful
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,379,313.22,42350,175.0,87500.0,45150.0,Successful
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,408,153.96,98050,185.0,124505.0,26455.0,Successful
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,1404,288.89,179820,185.0,349650.0,169830.0,Successful
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,50% OFF,27,38,11,40.74,1674,31.0,1178.0,-496.0,Unsuccessful
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,123,286.05,51170,595.0,98770.0,47600.0,Successful
2eb400,STBLR-5,CAMP_SAN_01,P07,300,BOGOF,52,207,155,298.08,15600,150.0,31050.0,15450.0,Successful
cd3392,STCHE-6,CAMP_SAN_01,P07,300,BOGOF,31,123,92,296.77,9300,150.0,18450.0,9150.0,Successful
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,1308,337.98,77400,100.0,169500.0,92100.0,Successful
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,101,234.88,43860,510.0,73440.0,29580.0,Successful
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,28,32.18,9570,55.0,6325.0,-3245.0,Unsuccessful
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,124,238.46,53040,510.0,89760.0,36720.0,Successful
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,81,168.75,57120,595.0,76755.0,19635.0,Successful
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,527,287.98,36600,100.0,71000.0,34400.0,Successful
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,6,14.29,2604,31.0,1488.0,-1116.0,Unsuccessful
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,190,296.88,19200,150.0,38100.0,18900.0,Successful
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,148,43.92,57964,115.24000000000001,55891.4,-2072.5999999999985,Unsuccessful
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,76,200.0,38760,510.0,58140.0,19380.0,Successful
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,-11,-18.03,5490,67.5,3375.0,-2115.0,Unsuccessful
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,154,240.62,76160,595.0,129710.0,53550.0,Successful
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,22,30.14,8030,55.0,5225.0,-2805.0,Unsuccessful
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,664,158.85,1254000,2500.0,2705000.0,1451000.0,Successful
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,230,159.72,432000,2500.0,935000.0,503000.0,Successful
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,28,43.75,3968,31.0,2852.0,-1116.0,Unsuccessful
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,77,39.69,166840,576.2,156150.2,-10689.799999999988,Unsuccessful
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,117,191.8,21350,175.0,31150.0,9800.0,Successful
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,36,31.3,7475,32.5,4907.5,-2567.5,Unsuccessful
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,679,152.93,164280,185.0,207755.0,43475.0,Successful
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,-49,-12.19,62712,117.0,41301.0,-21411.0,Unsuccessful
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,25,30.49,15580,95.0,10165.0,-5415.0,Unsuccessful
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,11,39.29,5320,95.0,3705.0,-1615.0,Unsuccessful
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,6,16.67,2232,31.0,1302.0,-930.0,Unsuccessful
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,9,27.27,6270,95.0,3990.0,-2280.0,Unsuccessful
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,200,39.92,430860,576.2,403916.2,-26943.79999999999,Unsuccessful
415f7e,STVSK-2,CAMP_SAN_01,P07,300,BOGOF,24,93,69,287.5,7200,150.0,13950.0,6750.0,Successful
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,-12,-11.88,5555,41.25,3671.25,-1883.75,Unsuccessful
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,689,166.83,152810,185.0,203870.0,51060.0,Successful
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,162,35.92,387860,576.2,353210.60000000003,-34649.399999999965,Unsuccessful
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,-10,-12.5,4400,41.25,2887.5,-1512.5,Unsuccessful
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,274,279.59,34300,175.0,65100.0,30800.0,Successful
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,71,244.83,34510,595.0,59500.0,24990.0,Successful
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,1153,324.79,131350,185.0,278980.0,147630.0,Successful
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,10,40.0,4750,95.0,3325.0,-1425.0,Unsuccessful
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,-6,-17.65,14110,311.25,8715.0,-5395.0,Unsuccessful
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,-4,-22.22,7470,311.25,4357.5,-3112.5,Unsuccessful
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,90,155.17,20300,175.0,25900.0,5600.0,Successful
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,-7,-10.0,29050,311.25,19608.75,-9441.25,Unsuccessful
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,28,62.22,8550,95.0,6935.0,-1615.0,Unsuccessful
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,13,30.95,4620,55.0,3025.0,-1595.0,Unsuccessful
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,1052,293.85,71600,100.0,141000.0,69400.0,Successful
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,23,44.23,3224,31.0,2325.0,-899.0,Unsuccessful
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,36,54.55,12540,95.0,9690.0,-2850.0,Unsuccessful
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,-7,-25.0,1400,37.5,787.5,-612.5,Unsuccessful
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,184,40.89,387000,576.2,365310.80000000005,-21689.199999999953,Unsuccessful
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,40,48.78,5330,32.5,3965.0,-1365.0,Unsuccessful
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,316,80.0,339700,576.2,409678.2,69978.20000000001,Successful
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,220,180.33,366000,2500.0,855000.0,489000.0,Successful
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,35,29.41,7735,32.5,5005.0,-2730.0,Unsuccessful
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,19,15.97,7378,31.0,4278.0,-3100.0,Unsuccessful
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,277,294.68,32900,175.0,64925.0,32025.0,Successful
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,543,171.84,948000,2500.0,2147500.0,1199500.0,Successful
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,110,234.04,14100,150.0,23550.0,9450.0,Successful
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,-6,-18.18,13695,311.25,8403.75,-5291.25,Unsuccessful
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,-12,-12.12,41085,311.25,27078.75,-14006.25,Unsuccessful
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,-3,-18.75,800,37.5,487.5,-312.5,Unsuccessful
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,27,60.0,8550,95.0,6840.0,-1710.0,Unsuccessful
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,302,287.62,107100,510.0,207570.0,100470.0,Successful
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,224,54.9,350880,576.2,364158.4,13278.400000000023,Successful
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,80,296.3,32130,595.0,63665.0,31535.0,Successful
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,-74,-22.16,52104,117.0,30420.0,-21684.0,Unsuccessful
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,1056,287.74,135790,185.0,263255.0,127465.0,Successful
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,-4,-21.05,1045,41.25,618.75,-426.25,Unsuccessful
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,234,63.76,315620,576.2,346296.2,30676.20000000001,Successful
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,1203,291.99,152440,185.0,298775.0,146335.0,Successful
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,175,49.86,301860,576.2,303081.2,1221.2000000000116,Successful
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,123,64.74,32680,115.24000000000001,36070.12,3390.1200000000026,Successful
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,56,233.33,24480,510.0,40800.0,16320.0,Successful
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,-7,-17.5,2000,37.5,1237.5,-762.5,Unsuccessful
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,-14,-4.11,53196,117.0,38259.0,-14937.0,Unsuccessful
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,-5,-4.72,5830,41.25,4166.25,-1663.75,Unsuccessful
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,102,39.84,44032,115.24000000000001,41255.920000000006,-2776.0799999999945,Unsuccessful
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,110,39.71,47644,115.24000000000001,44597.880000000005,-3046.1199999999953,Unsuccessful
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,3,10.71,5320,95.0,2945.0,-2375.0,Unsuccessful
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,241,71.73,288960,576.2,332467.4,43507.40000000002,Successful
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,137,291.49,55930,595.0,109480.0,53550.0,Successful
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,225,37.88,510840,576.2,471907.80000000005,-38932.19999999995,Unsuccessful
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,10,16.95,6490,55.0,3795.0,-2695.0,Unsuccessful
